complete_latency,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
117,2.9e-05,2.2e-05,4.7e-05,3e-05,5.1e-05,5.1e-05,3.8e-05,4.3e-05,1.4e-05,2.1e-05,2.4e-05,5.1e-05,2.5e-05,3.5e-05,1.6e-05,1.7e-05,2.1e-05,2.1e-05,1.6e-05,2.1e-05,1.6e-05,2.3e-05,1.8e-05,2.6e-05,1.5e-05,1.7e-05,1.6e-05,2.3e-05,2.2e-05,1.7e-05,1.9e-05,1.5e-05
118,1.7e-05,1.4e-05,1.6e-05,2e-05,2.2e-05,2.7e-05,1.7e-05,1.4e-05,2e-05,1.7e-05,1.6e-05,2e-05,2.1e-05,2.6e-05,1.5e-05,1.6e-05,2.4e-05,2.5e-05,2.5e-05,2.5e-05,2.2e-05,1.9e-05,1.9e-05,2.2e-05,3.8e-05,5.3e-05,2e-05,1.6e-05,4.7e-05,6e-05,1.6e-05,1.7e-05
119,3.5e-05,2.4e-05,3e-05,2.8e-05,2.1e-05,1.8e-05,1.8e-05,1.7e-05,1.9e-05,1.7e-05,1.7e-05,2.3e-05,1.5e-05,2.1e-05,2e-05,1.7e-05,1.7e-05,1.4e-05,2.3e-05,1.6e-05,4e-05,3.5e-05,2.9e-05,2.6e-05,2.1e-05,3.4e-05,1.7e-05,2e-05,1.9e-05,1.7e-05,2e-05,1.6e-05
120,2.2e-05,2.5e-05,1.8e-05,1.9e-05,2e-05,2.3e-05,1.9e-05,2e-05,1.7e-05,2e-05,1.9e-05,2e-05,1.7e-05,2.3e-05,2.5e-05,2.1e-05,1.9e-05,1.7e-05,1.6e-05,1.9e-05,3.1e-05,2.3e-05,2e-05,1.8e-05,1.8e-05,1.9e-05,3e-05,2.9e-05,2e-05,1.8e-05,2.9e-05,3.4e-05
121,1.8e-05,1.7e-05,1.8e-05,1.7e-05,3.3e-05,1.8e-05,1.9e-05,2.2e-05,3.2e-05,5.2e-05,2.6e-05,2.3e-05,3.2e-05,1.7e-05,5.1e-05,6.7e-05,1.7e-05,1.8e-05,1.6e-05,1.5e-05,1.9e-05,2.2e-05,1.8e-05,1.9e-05,1.8e-05,2e-05,2.4e-05,2.5e-05,2.1e-05,2.1e-05,2.4e-05,2.2e-05
122,1.8e-05,1.8e-05,2.1e-05,1.8e-05,2.7e-05,3.3e-05,3.4e-05,2.2e-05,2.3e-05,2.8e-05,2.9e-05,3e-05,1.8e-05,1.9e-05,3.4e-05,2.4e-05,4e-05,3.1e-05,1.6e-05,1.9e-05,1.6e-05,1.8e-05,2.2e-05,1.8e-05,1.6e-05,1.7e-05,1.6e-05,1.8e-05,1.6e-05,2e-05,1.6e-05,1.7e-05
123,2e-05,1.6e-05,3.5e-05,2.4e-05,4e-05,2.4e-05,3e-05,3.3e-05,1.5e-05,1.6e-05,2.2e-05,1.9e-05,3.1e-05,3.4e-05,1.5e-05,1.5e-05,2.4e-05,2.4e-05,2e-05,2.2e-05,1.7e-05,1.6e-05,1.7e-05,1.6e-05,2.7e-05,1.9e-05,1.6e-05,1.6e-05,2.8e-05,2.2e-05,1.5e-05,1.9e-05
124,2.4e-05,3.2e-05,1.6e-05,3.2e-05,2.9e-05,4.2e-05,1.9e-05,2.2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2.7e-05,1.9e-05,2.3e-05,1.7e-05,1.6e-05,3.3e-05,2.8e-05,1.8e-05,1.8e-05,2.9e-05,2.7e-05,2.6e-05,4e-05,2.2e-05,2.4e-05,5.5e-05,2.4e-05,1.9e-05,2.2e-05
125,4.2e-05,4.3e-05,1.8e-05,2.3e-05,2.2e-05,2.5e-05,1.8e-05,2.4e-05,1.9e-05,2.4e-05,2.1e-05,1.7e-05,1.9e-05,1.6e-05,1.9e-05,1.8e-05,1.6e-05,2e-05,2.2e-05,1.8e-05,3.7e-05,2.8e-05,2.9e-05,2.4e-05,2.1e-05,2e-05,1.9e-05,1.9e-05,2.1e-05,3.4e-05,1.8e-05,1.7e-05
126,2.6e-05,1.8e-05,2.1e-05,2.3e-05,1.6e-05,1.8e-05,1.8e-05,2.1e-05,1.6e-05,2.7e-05,1.9e-05,1.8e-05,1.8e-05,2e-05,3e-05,4.8e-05,1.8e-05,1.6e-05,1.7e-05,1.9e-05,4.6e-05,6.3e-05,2e-05,4.4e-05,1.7e-05,1.7e-05,4e-05,5e-05,1.4e-05,2.4e-05,2.6e-05,3.6e-05
127,1.9e-05,1.7e-05,1.7e-05,1.8e-05,1.6e-05,2.7e-05,1.9e-05,1.6e-05,3.5e-05,2.5e-05,3.4e-05,3.1e-05,2.4e-05,1.9e-05,3.2e-05,9.8e-05,2e-05,1.9e-05,2.1e-05,1.8e-05,1.8e-05,2e-05,1.8e-05,1.5e-05,1.9e-05,2e-05,2.3e-05,1.8e-05,1.9e-05,1.7e-05,2.3e-05,2.2e-05
128,1.7e-05,1.7e-05,3e-05,2.9e-05,4.9e-05,4.6e-05,3.1e-05,3.1e-05,1.9e-05,1.9e-05,1.8e-05,2.4e-05,1.6e-05,1.7e-05,1.6e-05,1.7e-05,3.2e-05,3.6e-05,1.9e-05,1.5e-05,1.6e-05,1.9e-05,1.8e-05,1.7e-05,1.6e-05,1.8e-05,1.8e-05,2e-05,1.8e-05,1.6e-05,2.1e-05,1.9e-05
129,1.9e-05,1.8e-05,3e-05,2.5e-05,3e-05,2.6e-05,2.1e-05,3.3e-05,1.7e-05,2.1e-05,2.1e-05,2.1e-05,3.4e-05,2.4e-05,1.6e-05,1.4e-05,1.8e-05,2.4e-05,1.9e-05,1.9e-05,2e-05,1.7e-05,1.8e-05,2e-05,2.2e-05,2.8e-05,2.1e-05,1.4e-05,2.4e-05,1.9e-05,1.6e-05,1.8e-05
130,2.5e-05,4.2e-05,2e-05,1.9e-05,1.7e-05,2.2e-05,2e-05,1.6e-05,1.5e-05,1.5e-05,2e-05,1.5e-05,2.6e-05,2.8e-05,1.8e-05,1.6e-05,2.9e-05,1.6e-05,3e-05,2.1e-05,1.7e-05,1.7e-05,2.2e-05,2.3e-05,2.4e-05,5.3e-05,1.7e-05,1.9e-05,2.8e-05,2.9e-05,1.7e-05,1.6e-05
131,3e-05,2.6e-05,1.9e-05,1.5e-05,1.7e-05,1.8e-05,1.8e-05,2.4e-05,1.7e-05,1.7e-05,1.9e-05,2e-05,1.7e-05,2e-05,2.1e-05,2.1e-05,2.1e-05,2e-05,1.9e-05,1.9e-05,2.9e-05,3.4e-05,3.4e-05,2.7e-05,1.7e-05,1.6e-05,2e-05,2.2e-05,2e-05,2.3e-05,2.7e-05,2.2e-05
132,1.8e-05,2.2e-05,1.7e-05,1.8e-05,1.6e-05,1.9e-05,1.5e-05,2.1e-05,1.8e-05,1.8e-05,1.9e-05,1.7e-05,2.5e-05,1.9e-05,3.7e-05,4.9e-05,2e-05,2e-05,2e-05,2.8e-05,3.3e-05,3.4e-05,2.4e-05,4.4e-05,1.7e-05,2.1e-05,3.5e-05,4.8e-05,3.5e-05,3.4e-05,3.3e-05,3.9e-05
133,1.5e-05,2.5e-05,1.9e-05,1.5e-05,2.2e-05,2e-05,2.3e-05,1.6e-05,3.4e-05,2.7e-05,4.3e-05,3.6e-05,1.8e-05,1.8e-05,2.4e-05,2.2e-05,1.9e-05,2.2e-05,1.9e-05,1.5e-05,1.6e-05,1.9e-05,1.6e-05,1.5e-05,1.5e-05,1.6e-05,1.9e-05,2.7e-05,2.4e-05,2e-05,3.2e-05,2.2e-05
134,1.8e-05,1.9e-05,3.8e-05,4e-05,3.9e-05,3.9e-05,3.7e-05,3.8e-05,2.1e-05,2.8e-05,1.9e-05,1.8e-05,2.1e-05,2.4e-05,1.8e-05,1.7e-05,3.5e-05,3.4e-05,1.7e-05,1.6e-05,1.9e-05,1.8e-05,1.6e-05,1.6e-05,3.6e-05,3.9e-05,1.8e-05,1.9e-05,1.7e-05,1.8e-05,1.7e-05,1.9e-05
135,2e-05,2.4e-05,2.2e-05,2.2e-05,2.8e-05,1.9e-05,2e-05,1.9e-05,1.7e-05,1.7e-05,1.8e-05,1.9e-05,3.2e-05,3.9e-05,3.3e-05,2e-05,2.1e-05,2e-05,2.3e-05,2.8e-05,1.9e-05,1.6e-05,1.4e-05,1.7e-05,3.2e-05,3.2e-05,3.1e-05,1.8e-05,1.9e-05,2.4e-05,1.6e-05,1.8e-05
136,2.2e-05,2.7e-05,2e-05,1.9e-05,1.9e-05,2.4e-05,2.2e-05,2.1e-05,2.1e-05,1.9e-05,2.2e-05,2.1e-05,2e-05,2.8e-05,1.8e-05,1.7e-05,2.1e-05,2e-05,1.9e-05,2.4e-05,2e-05,1.9e-05,2e-05,2.5e-05,2e-05,2.3e-05,1.8e-05,2.1e-05,2.8e-05,2.1e-05,2.2e-05,2.2e-05
137,1.8e-05,2e-05,2.2e-05,1.9e-05,1.6e-05,1.9e-05,1.8e-05,1.9e-05,2.2e-05,1.8e-05,2.6e-05,1.9e-05,1.7e-05,2e-05,1.8e-05,1.9e-05,1.5e-05,1.8e-05,1.6e-05,3.4e-05,2.6e-05,2.6e-05,3.2e-05,3.9e-05,2.3e-05,2.1e-05,1.6e-05,2e-05,1.8e-05,1.9e-05,1.8e-05,1.8e-05
138,2.3e-05,1.6e-05,1.5e-05,1.7e-05,1.7e-05,1.8e-05,1.7e-05,2.4e-05,1.8e-05,1.7e-05,2.2e-05,2e-05,1.9e-05,2.5e-05,8.8e-05,3.2e-05,2.2e-05,2.1e-05,1.9e-05,2e-05,3.2e-05,3.7e-05,3e-05,1.9e-05,1.7e-05,1.8e-05,4.1e-05,3.7e-05,2e-05,1.7e-05,3.6e-05,3.7e-05
139,1.8e-05,1.7e-05,2.1e-05,1.7e-05,1.6e-05,1.7e-05,1.8e-05,1.7e-05,3.4e-05,8e-05,3.9e-05,0.000176,1.7e-05,2.1e-05,1.6e-05,2.1e-05,3.9e-05,2e-05,1.5e-05,1.5e-05,1.8e-05,2e-05,1.7e-05,1.7e-05,1.7e-05,2.3e-05,3.4e-05,2.3e-05,1.6e-05,2.1e-05,2.2e-05,2.6e-05
140,2.8e-05,2.2e-05,6.4e-05,4.7e-05,2.6e-05,2e-05,2e-05,2.5e-05,1.7e-05,1.6e-05,2.5e-05,2.5e-05,2e-05,2.1e-05,1.7e-05,1.5e-05,2.2e-05,2.5e-05,2.2e-05,1.8e-05,2.2e-05,1.6e-05,1.6e-05,1.5e-05,2.9e-05,3.8e-05,1.5e-05,1.6e-05,1.7e-05,1.8e-05,2e-05,1.8e-05
141,2.8e-05,3.6e-05,2.4e-05,1.9e-05,2.5e-05,2.1e-05,2.4e-05,2.9e-05,1.7e-05,2.3e-05,1.8e-05,1.9e-05,3.4e-05,3.7e-05,2.9e-05,2.2e-05,1.7e-05,1.9e-05,2.6e-05,2.8e-05,1.6e-05,1.5e-05,1.6e-05,1.5e-05,2.6e-05,2.6e-05,1.7e-05,2.4e-05,3.6e-05,2.3e-05,2e-05,1.8e-05
142,2.6e-05,2.1e-05,1.8e-05,2.6e-05,2.4e-05,1.9e-05,2.3e-05,1.6e-05,2.5e-05,2.2e-05,2.1e-05,1.7e-05,2.3e-05,2.3e-05,2.8e-05,2e-05,1.9e-05,1.5e-05,3.5e-05,2.5e-05,1.7e-05,2.5e-05,2.1e-05,2.4e-05,2.3e-05,2.2e-05,2.1e-05,1.7e-05,1.7e-05,2.1e-05,2.2e-05,2.1e-05
143,2e-05,1.4e-05,1.9e-05,1.9e-05,1.7e-05,1.6e-05,2.1e-05,1.8e-05,1.6e-05,1.7e-05,2.5e-05,1.5e-05,1.9e-05,1.7e-05,3.5e-05,3e-05,3.6e-05,7.5e-05,3e-05,3.3e-05,3.9e-05,6.2e-05,3.7e-05,3.1e-05,1.7e-05,2.5e-05,2.3e-05,2.6e-05,1.5e-05,1.7e-05,1.8e-05,1.7e-05
144,1.8e-05,1.9e-05,1.6e-05,1.8e-05,2e-05,1.7e-05,2.5e-05,2e-05,1.7e-05,1.7e-05,1.9e-05,1.8e-05,1.6e-05,1.7e-05,3.6e-05,3e-05,1.9e-05,2.3e-05,1.7e-05,2.1e-05,2.9e-05,4.7e-05,3.7e-05,3.7e-05,1.8e-05,2e-05,2.9e-05,3.2e-05,2.1e-05,1.8e-05,5.1e-05,3.4e-05
145,2e-05,1.9e-05,3.6e-05,2.4e-05,1.6e-05,1.9e-05,1.7e-05,1.5e-05,3.9e-05,3.2e-05,2.7e-05,2.8e-05,1.6e-05,2e-05,1.9e-05,1.7e-05,2.1e-05,2.6e-05,1.5e-05,1.5e-05,1.7e-05,1.6e-05,1.6e-05,1.5e-05,1.9e-05,2.7e-05,1.6e-05,1.8e-05,1.8e-05,1.7e-05,2.8e-05,2.4e-05
146,1.8e-05,1.6e-05,1.6e-05,1.8e-05,2.2e-05,2.1e-05,1.8e-05,2.8e-05,2.5e-05,2e-05,2.1e-05,2.2e-05,4.1e-05,6.4e-05,1.5e-05,1.8e-05,2.3e-05,2.3e-05,1.5e-05,1.6e-05,1.8e-05,1.5e-05,2.5e-05,1.4e-05,2.5e-05,2.7e-05,1.6e-05,1.7e-05,2e-05,1.9e-05,1.6e-05,2e-05
147,2.9e-05,3e-05,1.7e-05,1.8e-05,3.3e-05,2.5e-05,2.2e-05,2.1e-05,1.6e-05,2.2e-05,2e-05,2.1e-05,2e-05,2e-05,1.7e-05,1.6e-05,1.8e-05,1.6e-05,3e-05,2.4e-05,1.8e-05,1.7e-05,1.6e-05,2e-05,2e-05,1.8e-05,1.6e-05,1.6e-05,4.6e-05,2.9e-05,2.4e-05,1.9e-05
148,2.5e-05,2.4e-05,2.3e-05,2e-05,3e-05,2e-05,2.4e-05,2.4e-05,2.1e-05,3e-05,2.4e-05,2.2e-05,1.7e-05,2e-05,1.8e-05,1.9e-05,2.5e-05,1.8e-05,3e-05,2.8e-05,2.1e-05,1.8e-05,1.8e-05,1.8e-05,1.7e-05,1.7e-05,1.9e-05,1.7e-05,3.3e-05,4.3e-05,2e-05,3.1e-05
149,1.8e-05,1.5e-05,1.5e-05,1.6e-05,2.3e-05,1.9e-05,1.7e-05,1.9e-05,1.9e-05,1.7e-05,2.1e-05,1.5e-05,1.7e-05,1.8e-05,3.1e-05,3.8e-05,2.1e-05,2.1e-05,2e-05,1.8e-05,2.9e-05,3.8e-05,5.8e-05,4.9e-05,1.5e-05,1.7e-05,2.8e-05,3.4e-05,1.7e-05,1.8e-05,1.7e-05,1.8e-05
150,1.9e-05,2e-05,1.9e-05,1.7e-05,1.7e-05,2.3e-05,1.8e-05,2e-05,2.6e-05,1.8e-05,2.2e-05,2.1e-05,2e-05,2e-05,2.1e-05,2e-05,1.7e-05,1.8e-05,2e-05,1.5e-05,3.1e-05,3.5e-05,3.9e-05,3.6e-05,1.9e-05,4.9e-05,5.7e-05,3.6e-05,1.9e-05,1.9e-05,4.8e-05,3.2e-05
151,2.4e-05,3.3e-05,1.9e-05,2.2e-05,1.9e-05,1.3e-05,1.8e-05,1.7e-05,2.4e-05,2.6e-05,2.7e-05,2.7e-05,1.9e-05,2.4e-05,1.7e-05,1.8e-05,2.9e-05,2.7e-05,1.9e-05,2e-05,1.9e-05,1.7e-05,1.8e-05,1.8e-05,2.8e-05,4.2e-05,1.4e-05,2e-05,2e-05,1.7e-05,1.7e-05,1.8e-05
152,3.2e-05,2.2e-05,2.1e-05,2.7e-05,3.9e-05,4e-05,4e-05,4.2e-05,2.3e-05,2.1e-05,1.9e-05,2e-05,2.6e-05,2.7e-05,1.5e-05,2e-05,2.5e-05,2.7e-05,1.6e-05,1.6e-05,3.2e-05,1.5e-05,1.4e-05,1.6e-05,1.8e-05,1.6e-05,1.5e-05,1.8e-05,2.5e-05,2.9e-05,1.9e-05,1.7e-05
153,1.9e-05,2.1e-05,2e-05,1.8e-05,3e-05,2.7e-05,1.7e-05,1.9e-05,2e-05,1.8e-05,2.5e-05,1.5e-05,1.9e-05,2.1e-05,1.8e-05,1.8e-05,1.9e-05,1.7e-05,9.6e-05,3.6e-05,2.1e-05,2e-05,1.7e-05,1.7e-05,2.2e-05,1.8e-05,2.2e-05,2e-05,3.7e-05,4.3e-05,1.9e-05,4.1e-05
154,1.9e-05,1.6e-05,1.8e-05,1.7e-05,1.8e-05,2.1e-05,1.6e-05,2.1e-05,2.4e-05,1.7e-05,1.7e-05,1.9e-05,2e-05,1.7e-05,2.5e-05,3e-05,1.7e-05,2.1e-05,3.4e-05,2.5e-05,2.2e-05,1.7e-05,2.3e-05,2.1e-05,1.9e-05,2.1e-05,2.2e-05,1.7e-05,2.6e-05,2.4e-05,1.8e-05,1.6e-05
155,2.5e-05,1.6e-05,3.1e-05,2.1e-05,1.7e-05,1.7e-05,2.1e-05,1.6e-05,2.4e-05,1.8e-05,2.2e-05,2.1e-05,1.9e-05,2.2e-05,4.8e-05,4.1e-05,2.2e-05,2.9e-05,1.9e-05,1.9e-05,3.8e-05,2.5e-05,4e-05,7.6e-05,1.7e-05,2.2e-05,0.000101,3.1e-05,1.6e-05,2.1e-05,1.8e-05,2.7e-05
156,1.8e-05,2.4e-05,1.6e-05,1.8e-05,1.8e-05,1.8e-05,1.7e-05,2e-05,1.4e-05,1.8e-05,1.6e-05,1.5e-05,1.6e-05,1.6e-05,1.8e-05,1.5e-05,2e-05,1.8e-05,2.5e-05,1.5e-05,1.8e-05,2.4e-05,2.7e-05,2.1e-05,3.1e-05,3.7e-05,3.3e-05,2.5e-05,1.9e-05,1.9e-05,2.5e-05,4.1e-05
157,2.8e-05,2.1e-05,2.5e-05,2.4e-05,1.3e-05,1.4e-05,2e-05,3.9e-05,3.7e-05,3.5e-05,2.2e-05,2.2e-05,3.5e-05,3e-05,1.7e-05,1.6e-05,3.8e-05,4.3e-05,1.4e-05,1.6e-05,1.6e-05,1.7e-05,1.7e-05,2e-05,1.8e-05,2e-05,1.5e-05,1.6e-05,1.6e-05,1.6e-05,2.1e-05,2.4e-05
158,1.8e-05,2.4e-05,2e-05,1.7e-05,4e-05,3.5e-05,2.7e-05,2.6e-05,2e-05,2.2e-05,2e-05,2.3e-05,2.1e-05,2.5e-05,2.8e-05,1.8e-05,1.9e-05,2.3e-05,1.9e-05,1.6e-05,2.3e-05,1.8e-05,1.5e-05,1.4e-05,1.7e-05,1.6e-05,1.8e-05,1.7e-05,2.2e-05,3.3e-05,1.6e-05,1.7e-05
159,1.7e-05,2.1e-05,1.8e-05,1.9e-05,2.6e-05,2.7e-05,1.9e-05,2.1e-05,2e-05,1.8e-05,2.2e-05,1.7e-05,1.6e-05,1.9e-05,2e-05,2.6e-05,2.2e-05,2.4e-05,4.6e-05,2.8e-05,1.9e-05,2e-05,1.8e-05,1.8e-05,1.7e-05,1.7e-05,2.8e-05,1.8e-05,3.6e-05,3.9e-05,1.8e-05,1.8e-05
160,2.5e-05,2e-05,1.6e-05,1.9e-05,1.9e-05,2.6e-05,1.8e-05,1.9e-05,2.1e-05,1.7e-05,1.7e-05,1.8e-05,3.6e-05,5.6e-05,3.2e-05,3e-05,2.1e-05,1.8e-05,2.7e-05,2.8e-05,2e-05,2e-05,1.5e-05,1.5e-05,1.7e-05,2.2e-05,1.8e-05,2.3e-05,4.6e-05,1.7e-05,1.6e-05,1.7e-05
161,2e-05,2.3e-05,1.4e-05,1.6e-05,1.7e-05,1.7e-05,1.8e-05,1.8e-05,1.9e-05,2.3e-05,1.5e-05,2e-05,2.1e-05,3.2e-05,2.9e-05,2.7e-05,1.8e-05,9.5e-05,1.9e-05,1.6e-05,3e-05,3.6e-05,5.3e-05,4e-05,1.5e-05,1.7e-05,2.7e-05,2.3e-05,1.9e-05,1.8e-05,3e-05,1.4e-05
162,5.5e-05,2.2e-05,3.1e-05,3.3e-05,1.6e-05,2e-05,1.6e-05,2e-05,1.8e-05,1.7e-05,2.5e-05,2.5e-05,1.7e-05,2.3e-05,1.5e-05,1.8e-05,1.9e-05,2.1e-05,1.8e-05,1.5e-05,2.8e-05,2.9e-05,2.6e-05,3.1e-05,3.5e-05,3.4e-05,2.1e-05,3.6e-05,1.9e-05,1.5e-05,1.7e-05,2.2e-05
163,3.6e-05,1.4e-05,1.8e-05,2.5e-05,3.2e-05,1.9e-05,6.5e-05,6.1e-05,4.1e-05,3e-05,3e-05,3.4e-05,3.2e-05,2.2e-05,2.7e-05,2.1e-05,2.1e-05,2.9e-05,1.6e-05,1.4e-05,1.6e-05,1.6e-05,1.7e-05,1.8e-05,1.2e-05,1.7e-05,1.2e-05,2.1e-05,1.4e-05,1.5e-05,1.7e-05,2.3e-05
164,2.4e-05,1.5e-05,1.4e-05,2.3e-05,1.6e-05,2.3e-05,2.1e-05,1.9e-05,3.3e-05,3.4e-05,2.6e-05,3e-05,2e-05,2e-05,1.8e-05,1.9e-05,1.6e-05,1.7e-05,2.8e-05,1.6e-05,1.7e-05,1.7e-05,1.5e-05,2.5e-05,1.4e-05,1.7e-05,1.5e-05,1.8e-05,1.7e-05,1.9e-05,1.6e-05,1.4e-05
165,2.7e-05,5.1e-05,2.3e-05,1.8e-05,1.9e-05,1.7e-05,1.8e-05,1.8e-05,2.1e-05,2.1e-05,1.7e-05,1.6e-05,1.6e-05,1.7e-05,1.5e-05,2.1e-05,1.7e-05,1.4e-05,4.5e-05,4.2e-05,2.3e-05,1.5e-05,2e-05,2.6e-05,2.2e-05,2.4e-05,2e-05,2.3e-05,6.4e-05,3.7e-05,3.1e-05,2.1e-05
166,2.2e-05,7e-05,2.9e-05,2e-05,2.3e-05,2.5e-05,2.1e-05,2.5e-05,1.7e-05,1.7e-05,2e-05,1.6e-05,1.7e-05,1.7e-05,2e-05,1.7e-05,1.7e-05,1.8e-05,2e-05,2.7e-05,1.9e-05,2.1e-05,1.9e-05,1.6e-05,1.4e-05,1.6e-05,2.1e-05,1.5e-05,2e-05,2.5e-05,1.6e-05,1.9e-05
167,2.4e-05,2e-05,1.7e-05,1.9e-05,1.9e-05,2.2e-05,2.1e-05,2.2e-05,3.7e-05,1.8e-05,1.5e-05,1.8e-05,2.6e-05,1.7e-05,2.3e-05,2.3e-05,2e-05,1.9e-05,2.1e-05,2.3e-05,4.8e-05,9.8e-05,1.9e-05,2.8e-05,2e-05,4.4e-05,2.1e-05,2.1e-05,1.8e-05,2e-05,2.5e-05,1.8e-05
168,1.9e-05,2.3e-05,0.000163,2.9e-05,1.7e-05,1.8e-05,3.7e-05,1.8e-05,1.8e-05,2.9e-05,1.8e-05,2.3e-05,1.8e-05,2.5e-05,1.7e-05,1.6e-05,4.7e-05,2.8e-05,2.3e-05,2.8e-05,4.4e-05,3.9e-05,3.7e-05,3.4e-05,1.6e-05,2.1e-05,1.6e-05,1.6e-05,2.1e-05,1.8e-05,2.1e-05,2.3e-05
169,1.5e-05,1.7e-05,1.9e-05,2e-05,2e-05,2e-05,6.2e-05,5.3e-05,2.8e-05,3.2e-05,2.7e-05,2.2e-05,2.1e-05,2.5e-05,2.2e-05,2e-05,4.9e-05,2.2e-05,2e-05,1.7e-05,1.8e-05,1.7e-05,1.7e-05,1.8e-05,1.8e-05,1.8e-05,3.2e-05,2.8e-05,1.9e-05,1.7e-05,2.4e-05,3.2e-05
170,2.7e-05,2.4e-05,1.9e-05,2e-05,1.9e-05,2.9e-05,1.7e-05,1.7e-05,2.4e-05,2.1e-05,2.7e-05,1.7e-05,1.5e-05,2.1e-05,1.6e-05,2.2e-05,1.6e-05,1.8e-05,1.6e-05,1.6e-05,2e-05,2.3e-05,1.6e-05,1.7e-05,1.8e-05,2.5e-05,2e-05,2.1e-05,2e-05,1.7e-05,1.8e-05,2e-05
171,1.9e-05,1.8e-05,1.5e-05,1.7e-05,1.9e-05,1.9e-05,1.5e-05,1.8e-05,1.7e-05,1.7e-05,2.7e-05,1.9e-05,1.7e-05,2.1e-05,3e-05,3.1e-05,1.8e-05,1.5e-05,5.3e-05,4.8e-05,1.8e-05,1.9e-05,1.9e-05,1.7e-05,3.4e-05,1.9e-05,2.7e-05,2.4e-05,4.5e-05,5.1e-05,2.2e-05,2.4e-05
172,2e-05,2.4e-05,1.9e-05,2.6e-05,1.5e-05,2e-05,1.8e-05,2.3e-05,1.7e-05,2.3e-05,2e-05,1.7e-05,2e-05,1.9e-05,2.5e-05,2.6e-05,1.8e-05,1.6e-05,2.1e-05,2.1e-05,1.8e-05,2.3e-05,2e-05,2e-05,2.1e-05,2.4e-05,1.6e-05,2.8e-05,1.8e-05,1.9e-05,2.4e-05,2.1e-05
173,2.2e-05,1.9e-05,1.9e-05,2.2e-05,1.7e-05,2.2e-05,1.9e-05,1.4e-05,2.3e-05,1.3e-05,1.8e-05,1.7e-05,1.8e-05,2.1e-05,1.7e-05,1.7e-05,1.6e-05,1.7e-05,2e-05,1.6e-05,4.3e-05,2.7e-05,2.9e-05,7.2e-05,2.9e-05,3.6e-05,3.5e-05,4.1e-05,2.4e-05,1.8e-05,3.5e-05,5.1e-05
174,2.2e-05,2e-05,2.6e-05,2.4e-05,1.7e-05,1.4e-05,2.6e-05,3.8e-05,1.7e-05,1.6e-05,1.8e-05,1.7e-05,2.8e-05,3e-05,2.5e-05,1.7e-05,3.7e-05,3.4e-05,1.6e-05,1.6e-05,4e-05,3.1e-05,2.5e-05,3.3e-05,2.2e-05,2.2e-05,1.8e-05,1.5e-05,1.7e-05,1.8e-05,2.4e-05,2.2e-05
175,1.8e-05,1.8e-05,2.3e-05,1.6e-05,2.7e-05,2.5e-05,2.7e-05,2.3e-05,2.8e-05,3.1e-05,2.6e-05,4.2e-05,1.4e-05,1.7e-05,3.7e-05,1.8e-05,3.3e-05,3.1e-05,1.9e-05,1.9e-05,1.6e-05,1.8e-05,1.9e-05,1.8e-05,4.6e-05,2e-05,1.5e-05,1.7e-05,1.6e-05,1.6e-05,1.6e-05,2.1e-05
176,1.8e-05,1.5e-05,1.5e-05,2.1e-05,2.5e-05,3.2e-05,1.8e-05,1.8e-05,3e-05,2.5e-05,2.3e-05,2.6e-05,2.3e-05,1.8e-05,2e-05,2.3e-05,1.6e-05,1.5e-05,5.2e-05,3.4e-05,1.7e-05,2.5e-05,2.1e-05,2e-05,1.5e-05,1.8e-05,1.5e-05,1.8e-05,6.4e-05,3e-05,1.5e-05,1.6e-05
